"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Rocco Scarfone","DB","SR",25.5,0.5,0,0,6,0,0,"east-carolina",3.7,71,178
"Terrell Richardson","DB","JR",25.5,0,0,0,1,0,0,"east-carolina",3.7,72,211
"Johnathon White","DL","SR",24,6.5,1.5,0,1,0,0,"east-carolina",3.4,76,282
"Domonique Lennon","DB","SR",23.5,0,0,0,1,0,0,"east-carolina",3.4,74,210
"DaShawn Benton","DB","JR",22.5,1,0,2,2,1,0,"east-carolina",3.2,72,191
"Cam White","ILB","JR",21,2,0,0,0,0,0,"east-carolina",3,71,213
"Bobby Fulp","DB","SO",15.5,0,0,1,0,0,0,"east-carolina",2.2,76,195
"Pat Green","OLB","SO",14,2,0,0,0,3,0,"east-carolina",2,74,217
"Demage Bailey","DL","SO",14,1.5,0,0,0,1,0,"east-carolina",2,77,316
"Yiannis Bowden","OLB","FR",13.5,3.5,3.5,1,1,0,0,"east-carolina",1.9,77,225
"Ray Tillman","ILB","SO",12,0,0,0,0,0,0,"east-carolina",1.7,73,206
"Corey Seargent","DB","FR",11,0,0,1,6,0,0,"east-carolina",1.6,72,180
"Devaris Brunson","ILB","JR",10,1,1,0,0,0,0,"east-carolina",1.4,73,220
"Dayon Pratt","OLB","JR",8,0,0,0,0,0,0,"east-carolina",1.1,76,230
"Darius Wright","ILB","JR",7.5,0,0,0,0,0,0,"east-carolina",1.1,72,220
"Will Parks","S","SR",64.5,7,0,0,7,2,0,"arizona",7.9,73,194
"Paul Magloire Jr.","S","JR",63,4,0,0,1,1,0,"arizona",7.7,73,210
"DaVonte' Neal","CB","JR",56.5,2,0,1,5,0,0,"arizona",6.9,70,173
"Jamar Allah","FS","SR",53.5,2,0,3,1,0,1,"arizona",6.5,73,186
"Tellas Jones","S","JR",48.5,7,3,0,2,1,0,"arizona",5.9,72,189
"DeAndre' Miller","LB","SO",43,8,2,0,0,0,0,"arizona",5.3,75,230
"Jake Matthews","LB","JR",38.5,2,1.5,0,0,0,0,"arizona",4.7,75,221
"Reggie Gilbert","DL","SR",36.5,8.5,3.5,0,1,1,0,"arizona",4.5,76,262
"Cam Denson","CB","SO",35.5,1,1,3,1,1,0,"arizona",4.3,71,168
"Sir Thomas Jackson","LB","SR",33,1.5,0.5,0,1,0,0,"arizona",4,72,222
"Anthony Lopez","S","SR",31,4,3,1,0,0,0,"arizona",3.8,71,211
"Demetrius Flannigan-Fowles","FS","FR",24.5,1,0,1,0,1,0,"arizona",3,74,182
"Jarvis McCall Jr.","CB","SO",24.5,0,0,1,5,0,0,"arizona",3,74,182
"Luca Bruno","DL","SO",23.5,1.5,1,0,0,0,0,"arizona",2.9,76,264
"Jace Whittaker","CB","FR",22,1,0,0,4,0,0,"arizona",2.7,70,163
"Jeff Worthy","DL","SR",20.5,4,3,0,0,1,0,"arizona",2.5,74,287
"Scooby Wright III","LB","JR",19.5,3.5,2,0,0,0,0,"arizona",2.4,73,246
"Sani Fuimaono","DL","JR",18.5,3,1.5,0,1,0,0,"arizona",2.3,73,288
"Carter Hehr","S","SO",16.5,0,0,0,0,0,0,"arizona",2,70,188
"Parker Zellers","DL","SO",16,1,0,0,0,0,0,"arizona",2,73,247
"Derrick Turituri","LB","JR",11,2,0,0,1,0,0,"arizona",1.3,73,265
"Haden Gregory","LB","SR",10.5,0,0,0,2,0,0,"arizona",1.3,74,231
"Jonathan Haden","RB","FR",10,0,0,0,0,1,0,"arizona",1.2,66,181
"Trey Griffey","WR","JR",9.5,0,0,0,0,0,0,"arizona",1.2,75,195
"Tre Tyler","LB","FR",8.5,0,0,0,0,0,0,"arizona",1,71,205
"Kavon Frazier","DB","SR",91,4.5,0,1,4,2,0,"central-michigan",14,72,218
"Tony Annese","DB","JR",71,2.5,0,2,5,0,0,"central-michigan",10.9,73,209
"Malik Fountain","LB","FR",51,4.5,0,0,1,1,0,"central-michigan",7.8,74,233
"Nathan Ricketts","LB","JR",46,4,0,0,0,0,0,"central-michigan",7.1,75,237
"Josh Cox","DB","SO",42.5,2.5,0,1,8,3,0,"central-michigan",6.5,71,190
"Amari Coleman","DB","SO",36,2,1,1,7,1,0,"central-michigan",5.5,70,185
"Tim Hamilton","LB","SR",35,3.5,0,1,0,0,0,"central-michigan",5.4,73,243
"Tyree Waller","LB","SO",31.5,4,2,0,2,0,0,"central-michigan",4.8,73,225
"Blake Serpa","DL","SR",31,9.5,3,0,2,2,0,"central-michigan",4.8,75,256
"Kelby Latta","DL","JR",26.5,3.5,1,0,2,0,0,"central-michigan",4.1,76,305
"Jeff Perry","LB","SO",25.5,1,0,0,0,0,0,"central-michigan",3.9,74,228
"Louis Palmer","DL","SR",22,4,1,0,1,0,0,"central-michigan",3.4,74,290
"Chris Kantzavelos","DL","SO",19.5,6.5,1.5,0,0,0,0,"central-michigan",3,75,265
"Stefon Armstead","DB","SR",15.5,0,0,1,4,0,1,"central-michigan",2.4,70,183
"Trevor Apsey","LB","FR",13,0,0,0,0,0,0,"central-michigan",2,72,205
"Mitch Stanitzek","DL","SO",12,3,1.5,0,0,0,0,"central-michigan",1.8,76,245
"Jabari Dean","DL","JR",10,1,1,0,0,0,0,"central-michigan",1.5,74,290
"Gary Jones","DB","SO",9,0,0,0,0,0,0,"central-michigan",1.4,74,217
"Joe Ostman","DL","JR",8,1,1,0,0,0,0,"central-michigan",1.2,75,250
"Shafer Johnson","DL","SR",6,1,0,0,0,1,0,"central-michigan",0.9,73,325
"Nate Brisson-Fast","DL","FR",5.5,3,1,0,1,0,0,"central-michigan",0.8,77,246
"Tyler Conklin","TE","SO",4.5,0,0,0,0,0,0,"central-michigan",0.7,76,235
"Winslow Chapman","DB","JR",4.5,0,0,0,0,0,0,"central-michigan",0.7,72,195
"Zach Oakley","DB","FR",4.5,0,0,0,0,0,0,"central-michigan",0.7,73,204
"Alex Briones","LB","FR",4.5,0,0,0,0,0,0,"central-michigan",0.7,74,235
"Khari Lain","LB","SO",64.5,7.5,2,1,2,0,0,"arkansas-state",9.5,70,185
"Xavier Woodson","LB","JR",56,5.5,1,2,3,2,0,"arkansas-state",8.2,73,214
"Cody Brown","DB","JR",52.5,2.5,0,3,9,0,0,"arkansas-state",7.7,74,204
"Rocky Hayes","DB","SR",41.5,2.5,0,6,4,0,0,"arkansas-state",6.1,71,177
"Chris Humes","DB","SR",41,0.5,0,2,6,0,0,"arkansas-state",6,71,207
"Money Hunter","DB","JR",35.5,1,0,3,4,1,0,"arkansas-state",5.2,73,193
"Ja'Von Rolland-Jones","DE","SO",30,12.5,8.5,1,1,4,0,"arkansas-state",4.4,74,224
"Charleston Girley","DB","SR",29,2.5,0.5,0,0,0,0,"arkansas-state",4.3,72,196
"Austin Copeland","LB","SR",28.5,4,1,0,0,0,0,"arkansas-state",4.2,73,200
"Waylon Roberson","DL","JR",26,2.5,0,0,0,1,0,"arkansas-state",3.8,74,338
"Chris Stone","DE","SR",23.5,7.5,1.5,1,2,0,2,"arkansas-state",3.4,75,252
"Justin Clifton","DB","FR",23.5,4.5,1,1,1,1,0,"arkansas-state",3.4,72,207
"Quanterio Heath","LB","JR",23.5,1,0.5,1,0,0,0,"arkansas-state",3.4,74,210
"Blaise Taylor","DB","SO",21.5,1,0,1,7,0,0,"arkansas-state",3.2,69,170
"Jamaris Hart","DB","SO",20.5,1.5,1.5,1,6,0,0,"arkansas-state",3,69,163
"Robert Mondie","DL","SR",18,4.5,0,0,0,0,0,"arkansas-state",2.6,74,321
"Chase Robison","DL","JR",13.5,7.5,2,0,0,0,0,"arkansas-state",2,76,234
"Nehemiah Wagner","DB","SO",11.5,0,0,1,3,0,0,"arkansas-state",1.7,72,170
"Chuks Ota","DL","SO",10,1,0,0,0,0,0,"arkansas-state",1.5,74,285
"Caleb Caston","DE","SO",9,2,0.5,0,1,0,0,"arkansas-state",1.3,74,210
"Darrius Rosser","DL","JR",8,6.5,3.5,0,1,0,0,"arkansas-state",1.2,75,284
"Tajhea Chambers","LB","FR",8,2.5,2.5,0,0,0,0,"arkansas-state",1.2,74,215
"Bo Sentimore","DB","JR",8,0,0,1,0,0,0,"arkansas-state",1.2,72,181
"Jarrod Chandler","LB","FR",7.5,1,0,0,0,0,0,"arkansas-state",1.1,74,205
"Brandon Byner","RB","SO",7,0,0,0,0,0,0,"arkansas-state",1,71,177
"Jatavis Brown","LB","SR",89,20,12,1,1,4,0,"akron",13.4,71,222
"Dylan Evans","LB","SR",86,12,2.5,1,6,1,0,"akron",13,74,220
"Darryl Monroe","LB","SR",63.5,5,2,0,0,1,0,"akron",9.6,73,235
"Zach Guiser","S","SO",49.5,0.5,0,2,5,0,0,"akron",7.5,73,195
"Kris Givens","CB","SR",49,1.5,0,1,7,0,0,"akron",7.4,69,175
"Bryce Cheek","CB","SR",41.5,1,0,1,6,1,0,"akron",6.3,72,195
"Jordan George","DB","FR",34.5,2,0,1,3,0,0,"akron",5.2,71,193
"Rodney Coe","DL","SR",32.5,8.5,2,0,3,1,1,"akron",4.9,75,305
"DeAndre Scott","CB","JR",29,1.5,0,6,11,1,0,"akron",4.4,71,185
"Se'Von Pittman","DL","JR",26.5,7,3,0,2,2,0,"akron",4,75,269
"Jamal Marcus","DL","JR",24,12.5,5.5,0,1,1,0,"akron",3.6,74,240
"Cody Grice","DL","SR",19,5.5,3,0,0,0,1,"akron",2.9,71,275
"John Senter","CB","SR",16,0,0,0,4,0,0,"akron",2.4,67,165
"Daumantas Venckus-Cucchiara","DE","JR",9.5,2,1.5,0,0,0,0,"akron",1.4,77,230
"Ulysees Gilbert III","LB","FR",9,0,0,0,0,0,0,"akron",1.4,73,225
"John Rachal","LB","JR",8.5,0.5,0,0,0,0,0,"akron",1.3,71,225
"Andrew Hauser","LB","JR",8,0,0,0,0,0,0,"akron",1.2,73,219
"Larry Hope","DB","JR",7.5,0,0,1,2,0,0,"akron",1.1,72,183
"Kyron Brown","CB","FR",7,0,0,0,2,0,0,"akron",1.1,73,186
"Cory Morrow","S","JR",7,0,0,0,0,1,0,"akron",1.1,72,204
"Alfonso Horner","DE","SR",6,1,0,0,0,0,0,"akron",0.9,75,230
"Brock Boxen","DL","FR",5.5,2.5,0.5,0,0,1,0,"akron",0.8,75,272
"Richard Dorvilus","DL","JR",4.5,1,1,0,0,0,0,"akron",0.7,73,227
"Brian Bell","LB","FR",3,0,0,0,0,0,0,"akron",0.5,75,218
"James Turner","S","JR",3,0,0,0,0,0,0,"akron",0.5,71,201
"Kevin Davis","LB","JR",74.5,14,3,1,2,0,0,"colorado-state",10.6,75,240
"Kevin Pierre-Louis","DB","SR",67,4.5,0,1,2,1,0,"colorado-state",9.5,73,215
"Trent Matthews","S","SR",62.5,3.5,0,2,2,0,0,"colorado-state",8.9,75,210
"Deonte Clyburn","LB","JR",57,7,0.5,0,0,2,0,"colorado-state",8.1,73,230
"Cory James","LB","SR",46.5,10,2,0,0,0,0,"colorado-state",6.6,72,245
"Tyree Simmons","DB","JR",34,3.5,0,1,8,2,0,"colorado-state",4.8,71,185
"Tre Thomas","LB","FR",31,5,0,0,0,0,0,"colorado-state",4.4,73,215
"Kiel Robinson","LB","SO",30.5,5.5,3,0,0,1,0,"colorado-state",4.3,74,225
"Preston Hodges","DB","JR",28.5,1,0,0,1,0,0,"colorado-state",4,71,200
"Josh Watson","LB","FR",28,6,1,0,0,0,0,"colorado-state",4,74,230
"Joe Kawulok","DL","SR",27,7.5,4.5,0,2,1,0,"colorado-state",3.8,78,250
"Nick Januska","DB","SR",27,1,0,1,1,0,0,"colorado-state",3.8,74,210
"DeAndre Elliott","DB","SR",26.5,0,0,2,4,0,0,"colorado-state",3.8,73,185
"SteveO Michel","LB","SR",25.5,9.5,2.5,0,0,0,0,"colorado-state",3.6,73,230
"Martavius Foster","DL","SR",21,8,5.5,0,3,1,0,"colorado-state",3,76,270
"Terry Jackson","DL","SR",18,4,0,0,0,0,0,"colorado-state",2.5,73,295
"Jake Schlager","S","SO",14,1,0,0,0,0,0,"colorado-state",2,72,205
"Josh Lovingood","DL","SO",11.5,1,0,0,1,0,0,"colorado-state",1.6,76,290
"Braylin Scott","DB","FR",7.5,0,0,0,2,0,0,"colorado-state",1.1,75,185
"Colton Foster","DL","FR",6.5,0,0,0,0,0,0,"colorado-state",0.9,75,285
"Justin Hansen","DL","SR",6,1,0,0,0,0,0,"colorado-state",0.8,77,305
"Justin Sweet","DB","SO",5.5,1,0,0,0,0,0,"colorado-state",0.8,70,190
"Nu'uvali Fa'apito","FB","SR",5,0,0,0,0,0,0,"colorado-state",0.7,72,230
"Jakob Buys","DL","SO",5,0,0,0,0,0,0,"colorado-state",0.7,76,265
"Eric Williams","RB","JR",4,0,0,0,0,0,0,"colorado-state",0.6,69,205
"T.T. Barber","LB","SR",75.5,11.5,4,1,3,0,0,"middle-tennessee",9.8,73,233
"Quay Watt","S","SR",61.5,1,0,0,3,0,1,"middle-tennessee",8,72,204
"Cavellis Luckett","LB","SR",58.5,5,0.5,0,1,1,0,"middle-tennessee",7.6,72,241
"Kevin Byard","S","SR",54.5,1,0,4,6,0,0,"middle-tennessee",7.1,71,215
"Michael Minter","CB","SO",49,6,1,1,9,1,0,"middle-tennessee",6.4,72,184
"Trey Wafford","LB","SR",43.5,7.5,3,0,3,0,0,"middle-tennessee",5.7,70,203
"D.J. Sanders","LB","SO",36.5,0.5,0,1,1,1,0,"middle-tennessee",4.8,72,213
"Darius Harris","LB","FR",34.5,1,0.5,1,1,1,0,"middle-tennessee",4.5,74,224
"Steven Rhodes","DE","JR",29,6,2.5,0,0,1,0,"middle-tennessee",3.8,75,248
"Jeremy Cutrer","CB","JR",28,3,1,3,13,0,0,"middle-tennessee",3.7,74,170
"Jamarcus Howard","CB","SR",25,2.5,0,2,3,0,0,"middle-tennessee",3.3,72,182
"Xavier Walker","S","SR",23.5,0,0,0,5,0,0,"middle-tennessee",3.1,76,208
"Chris Hale","DE","JR",23,6.5,4,0,0,1,0,"middle-tennessee",3,76,266
"Raynard Felton","DT","JR",20,3.5,0.5,0,2,1,0,"middle-tennessee",2.6,76,278
"Shaquille Huff","DT","JR",19,6,1,0,0,1,0,"middle-tennessee",2.5,73,318
"Alex Dale","CB","JR",18.5,2,1,2,2,3,0,"middle-tennessee",2.4,70,192
"Dontavious Heard","CB","JR",17.5,1.5,0,0,3,0,0,"middle-tennessee",2.3,73,196
"Alexandro Antoine","DE","SR",13.5,2,0,0,0,0,0,"middle-tennessee",1.8,73,244
"James Roberson","LB","SR",13.5,0.5,0.5,0,0,0,0,"middle-tennessee",1.8,72,218
"Chris Melton","LB","FR",13.5,0,0,0,0,0,0,"middle-tennessee",1.8,73,205
"Jared Singletary","CB","SR",12,1,0,0,1,0,0,"middle-tennessee",1.6,68,175
"Patrick McNeil","DT","SR",11,2,2,0,0,0,0,"middle-tennessee",1.4,73,318
"Chris Brown","CB","JR",11,0,0,0,0,0,0,"middle-tennessee",1.4,73,178
"Jimal McBride","DT","JR",10.5,0,0,0,0,0,0,"middle-tennessee",1.4,74,319
"Justin Akins","DL","SO",10,2,1.5,1,0,0,0,"middle-tennessee",1.3,76,257
"Zach Cunningham","ILB","SO",86,16.5,4.5,0,3,4,0,"vanderbilt",13.4,76,230
"Darreon Herring","LB","SR",49,3.5,1.5,0,3,0,0,"vanderbilt",7.7,74,230
"Oren Burks","S","SO",47,2,0,3,6,1,0,"vanderbilt",7.3,75,215
"Torren McGaster","CB","JR",46,4.5,0,0,13,0,0,"vanderbilt",7.2,72,200
"Tre Herndon","CB","SO",41,1,1,0,4,0,0,"vanderbilt",6.4,73,185
"Stephen Weatherly","OLB","JR",37.5,9.5,3.5,0,3,2,0,"vanderbilt",5.9,77,250
"Andrew Williamson","S","SR",34.5,1,1,0,4,1,0,"vanderbilt",5.4,73,212
"Arnold Tarpley","S","SO",30,5,2,0,3,0,0,"vanderbilt",4.7,72,202
"Ryan White","S","SO",22,3,0,1,1,1,0,"vanderbilt",3.4,69,190
"Caleb Azubike","DE","SR",21,6,3,0,0,2,0,"vanderbilt",3.3,76,260
"Landon Stokes","OLB","SO",18,3,1,0,3,1,0,"vanderbilt",2.8,76,240
"Jay Woods","DT","SO",18,2,1,0,1,2,0,"vanderbilt",2.8,75,280
"Nehemiah Mitchell","OLB","JR",16.5,1.5,0.5,0,1,0,0,"vanderbilt",2.6,76,260
"Adam Butler","DL","JR",15,7,3,0,0,0,0,"vanderbilt",2.3,77,300
"Torey Agee","DL","JR",14.5,3,2,0,0,0,0,"vanderbilt",2.3,76,282
"Jonathan Wynn","DE","SO",14.5,3,1,0,1,0,0,"vanderbilt",2.3,76,250
"Nifae Lealao","DT","SO",13.5,1,0,0,0,0,0,"vanderbilt",2.1,77,315
"Jahmel McIntosh","S","SR",13,0.5,0,2,1,0,0,"vanderbilt",2,73,202
"Taurean Ferguson","CB","SO",12,0.5,0,0,4,0,0,"vanderbilt",1.9,69,185
"Tre Bell","CB","SO",10.5,1,0,0,0,0,0,"vanderbilt",1.6,72,178
"Ja'karri Thomas","ILB","JR",10.5,0,0,0,0,0,0,"vanderbilt",1.6,73,230
"Khari Blasingame","ILB","FR",10.5,0,0,0,0,0,0,"vanderbilt",1.6,73,228
"Jordan Griffin","LB","FR",7.5,0,0,0,0,0,0,"vanderbilt",1.2,72,215
"LaDarius Wiley","CB","SO",6.5,1,0,0,0,0,0,"vanderbilt",1,73,205
"Emmanuel Smith","S","SO",5.5,0,0,0,1,0,0,"vanderbilt",0.9,74,218
"Elijah Lee","LB","SO",73.5,7.5,5,3,1,1,0,"kansas-state",9.8,75,218
"Charmeachealle Moore","LB","JR",51,5.5,3,0,0,1,0,"kansas-state",6.8,72,221
"Donnie Starks","DB","JR",50.5,2,1,0,4,0,0,"kansas-state",6.7,72,180
"Sean Newlan","DB","SO",50,1,0,0,0,1,0,"kansas-state",6.7,74,204
"Will Davis","LB","JR",47,0.5,0.5,1,2,0,0,"kansas-state",6.3,72,224
"Kaleb Prewett","DB","SO",46.5,1,1,0,1,0,0,"kansas-state",6.2,73,204
"Nate Jackson","DB","SR",43,0,0,0,6,0,0,"kansas-state",5.7,71,185
"Will Geary","DT","SO",40,7,3.5,0,0,2,0,"kansas-state",5.3,72,297
"Kendall Adams","DB","FR",37.5,3.5,1,0,0,0,0,"kansas-state",5,73,213
"Travis Britz","DT","SR",36.5,11,4,0,2,0,0,"kansas-state",4.9,76,293
"Morgan Burns","DB","SR",35.5,1,0,1,10,1,0,"kansas-state",4.7,71,201
"Jordan Willis","DE","JR",32.5,15,9.5,0,3,4,0,"kansas-state",4.3,77,250
"Tanner Wood","DE","SO",29.5,4,2,0,1,0,0,"kansas-state",3.9,77,263
"Marquel Bryant","DE","SR",28.5,6.5,5.5,0,1,1,0,"kansas-state",3.8,75,254
"Duke Shelley","DB","FR",28,1,0,0,7,0,0,"kansas-state",3.7,69,160
"Danzel McDaniel","DB","SR",17.5,0,0,0,1,0,1,"kansas-state",2.3,73,205
"Sam Sizelove","LB","FR",13.5,0.5,0,0,0,1,0,"kansas-state",1.8,75,217
"Colborn Couchman","LB","JR",10,0,0,0,0,0,0,"kansas-state",1.3,74,218
"Stanton Weber","WR","SR",7,0,0,0,0,1,0,"kansas-state",0.9,73,194
"Jayd Kirby","LB","SO",7,0,0,0,0,0,0,"kansas-state",0.9,74,220
"Colby Moore","DB","FR",6.5,0,0,0,0,0,0,"kansas-state",0.9,73,197
"Trent Tanking","LB","SO",6,0,0,0,0,0,0,"kansas-state",0.8,74,220
"Jesse Mack","DB","JR",5,0,0,0,1,0,0,"kansas-state",0.7,72,180
"Dante Barnett","S","SR",4.5,0,0,0,0,0,0,"kansas-state",0.6,73,193
"Craig Settles, Jr.","DT","JR",4,1,1,0,0,0,0,"kansas-state",0.5,77,310
"Kentrell Brothers","LB","SR",112.5,12,2.5,2,3,1,0,"missouri",16.4,73,235
"Michael Scherer","LB","JR",70,9,0,0,3,0,0,"missouri",10.2,75,235
"Anthony Sherrils","S","SO",52.5,4,0,1,6,1,0,"missouri",7.7,72,190
"Donavin Newsom","LB","JR",52,9,2.5,0,2,2,0,"missouri",7.6,74,230
"Aarion Penton","CB","JR",50,4.5,0,1,8,1,0,"missouri",7.3,70,190
"Charles Harris","DE","SO",44,18.5,7,0,1,2,0,"missouri",6.4,75,255
"Ian Simon","S","SR",38.5,0,0,2,4,0,0,"missouri",5.6,72,195
"Kenya Dennis","CB","SR",33,2.5,1,1,7,0,0,"missouri",4.8,72,200
"Walter Brady","DE","FR",30.5,12.5,7,1,2,1,0,"missouri",4.5,75,255
"Josh Augusta","DT","JR",22,8.5,0,0,1,0,0,"missouri",3.2,76,335
"Terry Beckner, Jr.","DT","FR",20,8,3,0,1,0,0,"missouri",2.9,76,300
"Clarence Green","LB","SR",18.5,1,0,0,1,0,0,"missouri",2.7,72,220
"Rickey Hatley","DT","JR",18,4.5,1,0,0,0,0,"missouri",2.6,76,285
"Marcell Frazier","DE","JR",14,6,2,0,0,1,0,"missouri",2,77,265
"A.J. Logan","DT","SO",14,2,0,0,0,1,0,"missouri",2,74,300
"Thomas Wilson","S","SO",11,0.5,0,0,0,0,0,"missouri",1.6,70,190
"Logan Cheadle","CB","SO",10.5,1,1,0,2,0,0,"missouri",1.5,70,180
"John Gibson","CB","JR",9.5,0,0,1,2,0,0,"missouri",1.4,72,190
"Nate Howard","DE","FR",8.5,2,0,0,0,0,0,"missouri",1.2,76,230
"Joey Burkett","LB","SO",7,0,0,0,0,0,0,"missouri",1,74,210
"Josh Moore","DT","FR",6.5,0.5,0,0,0,0,0,"missouri",1,77,260
"Cortland Browning","S","SR",6.5,0,0,0,0,0,0,"missouri",1,73,205
"Terez Hall","LB","FR",5.5,0,0,0,0,0,0,"missouri",0.8,74,215
"Brandon Lee","LB","FR",3,0,0,0,1,0,0,"missouri",0.4,74,220
"Eric Beisel","LB","SO",3,0,0,0,0,0,0,"missouri",0.4,75,225
"Leroy Clark","S","JR",71,1,0,2,9,0,0,"purdue",10.5,70,190
"Danny Ezechukwu","LB","SO",59.5,2,1,1,2,1,1,"purdue",8.8,74,246
"Anthony Brown","CB","SR",50,1,0,4,6,0,0,"purdue",7.4,71,190
"Andy James Garcia","LB","JR",48.5,4,1,0,3,0,0,"purdue",7.1,72,228
"Jake Replogle","DT","JR",47,14,2,0,2,0,0,"purdue",6.9,77,275
"Robert Gregory","S","JR",40,0,0,1,0,0,1,"purdue",5.9,73,219
"Frankie Williams","CB","SR",38.5,1,0.5,3,7,1,1,"purdue",5.7,69,190
"Ja'Whaun Bentley","LB","SO",37.5,7.5,0,0,2,0,0,"purdue",5.5,74,260
"Jimmy Herman","LB","JR",31,6,0.5,0,0,1,0,"purdue",4.6,76,230
"Brandon Roberts","S","FR",31,1,0,1,0,0,0,"purdue",4.6,71,198
"Gelen Robinson","DE","SO",24.5,9,1.5,0,0,1,0,"purdue",3.6,73,250
"Garrett Hudson","LB","SO",23.5,3,0.5,0,0,0,1,"purdue",3.5,75,240
"Evan Panfil","DE","JR",22.5,6.5,4,0,0,1,0,"purdue",3.3,77,262
"Ryan Watson","DT","SR",22.5,2,1,0,0,0,0,"purdue",3.3,74,298
"Antoine Miles","DE","SO",20.5,6,4,0,0,2,0,"purdue",3,75,236
"Ra'Zahn Howard","DT","JR",17,1.5,1,0,1,0,0,"purdue",2.5,75,310
"Da'Wan Hunte","CB","SO",14,2.5,2,0,0,1,0,"purdue",2.1,69,183
"Markus Bailey","LB","FR",8.5,0,0,0,0,0,0,"purdue",1.3,73,230
"Shayne Henley","DE","JR",8,1,1,0,0,0,0,"purdue",1.2,75,265
"Eddy Wilson","DT","FR",7,0,0,0,1,0,0,"purdue",1,76,265
"Jordan Jurasevich","TE","SR",7,0,0,0,0,0,0,"purdue",1,75,250
"Michael Rouse III","DT","SR",6.5,3.5,1,0,0,1,0,"purdue",1,76,301
"Cameron Posey","WR","JR",5,0,0,0,0,0,0,"purdue",0.7,73,183
"Alex Hilger","WR","FR",4,0,0,0,0,0,0,"purdue",0.6,74,192
"Evan Pulliam","LB","JR",4,0,0,0,0,0,0,"purdue",0.6,74,225
"Andrew Adams","S","SR",80.5,3.5,0,3,3,0,0,"connecticut",11.7,72,198
"Obi Melifonwu","S","JR",73,2,0,2,5,0,0,"connecticut",10.6,75,216
"Junior Joseph","LB","SO",67,3.5,0,1,0,0,0,"connecticut",9.7,73,242
"Graham Stewart","LB","SR",54.5,9.5,2,0,1,0,0,"connecticut",7.9,73,237
"Jhavon Williams","CB","JR",48.5,2,0,3,7,0,0,"connecticut",7,70,190
"Folorunso Fatukasi","DL","SO",42.5,8,7.5,0,0,4,0,"connecticut",6.2,76,304
"Luke Carrezola","LB","SO",36.5,11.5,6,0,1,2,0,"connecticut",5.3,75,255
"Marquise Vann","LB","SR",36.5,2,0,1,0,0,0,"connecticut",5.3,72,231
"Matthew Walsh","LB","JR",33,4,0,0,0,0,0,"connecticut",4.8,73,241
"Jamar Summers","CB","SO",32,0.5,0,8,3,0,0,"connecticut",4.6,72,185
"Julian Campenni","DL","SR",21,4,0,0,0,1,0,"connecticut",3,72,306
"Kenton Adeyemi","DL","SR",21,3.5,2,0,0,0,0,"connecticut",3,76,291
"Mikal Myers","DL","JR",19,4,0,0,0,0,0,"connecticut",2.8,73,323
"Junior Lee","S","SR",16.5,0,0,0,3,0,0,"connecticut",2.4,72,209
"Cameron Stapleton","LB","SO",12,4,2,0,2,0,0,"connecticut",1.7,76,246
"Ellis Marder","S","JR",11,0,0,0,3,0,0,"connecticut",1.6,73,199
"Vontae Diggs","LB","SO",10.5,0,0,0,0,0,0,"connecticut",1.5,74,225
"Cole Ormsby","DL","SO",9,2.5,1.5,0,0,0,0,"connecticut",1.3,76,262
"Jon Hicks","LB","JR",8,0,0,0,0,0,0,"connecticut",1.2,74,246
"Javon Hadley","CB","JR",7.5,1,0,0,1,0,0,"connecticut",1.1,70,175
"John Green","CB","JR",7.5,0,0,0,2,0,0,"connecticut",1.1,70,187
"Brice McAllister","CB","SO",6.5,0,0,0,0,2,0,"connecticut",0.9,71,193
"Sean Marinan","DL","JR",5.5,0.5,0,0,0,0,0,"connecticut",0.8,73,296
"Noel Thomas","WR","JR",4,0,0,0,0,0,0,"connecticut",0.6,73,195
"Jordan Floyd","S","JR",3.5,0,0,0,0,0,0,"connecticut",0.5,72,210
"Skai Moore","LB","JR",90,6.5,2,4,4,3,0,"south-carolina",13.4,74,218
"Isaiah Johnson","FS","SR",59.5,1.5,0,1,3,0,0,"south-carolina",8.9,72,206
"T.J. Holloman","LB","JR",52.5,2.5,0,2,2,0,2,"south-carolina",7.8,74,231
"T.J. Gurley","DB","SR",51,2.5,0,1,3,1,0,"south-carolina",7.6,70,199
"Jordan Diggs","SS","JR",36.5,0.5,0,1,0,1,0,"south-carolina",5.4,72,209
"Jonathan Walton","LB","JR",35.5,5,1,0,0,2,0,"south-carolina",5.3,72,235
"Marquavius Lewis","DE","JR",35.5,4.5,3,0,1,0,0,"south-carolina",5.3,75,264
"Gerald Dixon","DE","SR",31.5,4,1,1,1,1,0,"south-carolina",4.7,74,269
"Rico McWilliams","CB","JR",28,1,0,0,2,0,0,"south-carolina",4.2,71,186
"Darius English","DE","JR",23.5,6,4.5,0,0,2,0,"south-carolina",3.5,78,225
"Phillip Dukes","DT","SR",23.5,5,1.5,0,0,1,0,"south-carolina",3.5,75,319
"Al Harris Jr.","CB","SO",21.5,1,0,0,4,0,0,"south-carolina",3.2,71,163
"Chris Lammons","CB","SO",21,1.5,0,1,4,0,0,"south-carolina",3.1,70,183
"D.J. Smith","FS","SO",20,1,0,0,1,0,0,"south-carolina",3,71,195
