pid,psr,trg,loc,yds,comp,succ,spk,dfb
672374,AL-1100,FG-0200,SR,3,1,0,0,
672383,CN-0500,TG-0900,SR,0,0,0,0,
672385,CN-0500,MT-1300,SL,40,1,1,0,
672387,CN-0500,GO-0100,SL,6,1,1,0,
672391,AL-1100,TH-1850,SR,0,0,0,0,
672393,AL-1100,TH-1850,DM,0,0,0,0,JN-1750
672396,CN-0500,GO-0100,DL,27,1,1,0,
672400,AL-1100,DM-2775,SL,0,0,0,0,KS-0850
672403,CN-0500,GO-0100,SR,0,0,0,0,GT-0300
672407,AL-1100,CF-0650,SL,0,0,0,0,
672408,AL-1100,TH-1850,DM,0,0,0,0,
672409,CN-0500,GO-0100,DL,19,1,1,0,
672411,CN-0500,CB-3850,SR,8,1,1,0,
672415,AL-1100,DM-2775,SL,13,1,1,0,
672416,AL-1100,DA-0850,SR,4,1,1,0,
672417,AL-1100,FG-0200,SR,12,1,1,0,
672418,AL-1100,AJ-0900,SL,0,0,0,0,CT-1500
672419,AL-1100,AJ-0900,DR,30,1,1,0,
672420,AL-1100,GW-0650,SR,9,1,1,0,
672421,AL-1100,AJ-0900,DL,18,1,1,0,
672429,AL-1100,AB-2600,SL,0,0,0,0,
672430,AL-1100,DM-2775,DR,0,0,0,0,
672431,AL-1100,AJ-0900,DM,20,1,1,0,
672432,AL-1100,TH-1850,SR,15,1,1,0,
672433,AL-1100,GW-0650,SR,9,1,1,0,
672434,AL-1100,CF-0650,SL,2,1,1,0,
672435,AL-1100,CF-0650,SL,3,1,0,0,
672436,AL-1100,CF-0650,SM,8,1,1,0,
672441,CN-0500,TG-0900,SL,0,0,0,0,VD-0200
672443,AL-1100,DM-2775,SL,0,0,0,0,LK-0600
672444,AL-1100,DM-2775,DR,0,0,0,0,CT-1500
672445,AL-1100,DM-2775,DR,0,0,0,0,
672446,AL-1100,GW-0650,SM,12,1,1,0,
672447,AL-1100,TH-1850,DR,0,0,0,0,JN-1750
672448,AL-1100,GW-0650,SM,11,1,1,0,
672449,AL-1100,,NL,0,0,0,1,
672451,AL-1100,DM-2775,SR,5,1,1,0,
672452,AL-1100,TH-1850,DL,0,0,0,0,KC-1800
672453,AL-1100,GW-0650,SR,7,1,1,0,
672454,AL-1100,CF-0650,SL,7,1,1,0,
672455,AL-1100,,NL,0,0,0,1,
672457,AL-1100,AJ-0900,SM,0,0,0,0,LK-0600
672462,AL-1100,AJ-0900,DL,0,0,0,0,
672464,AL-1100,CF-0650,SL,6,1,0,0,
672467,CN-0500,JS-6700,SL,1,1,0,0,
672468,CN-0500,CB-3850,DR,23,1,1,0,
672469,CN-0500,TG-0900,DL,0,0,0,0,
672470,CN-0500,GO-0100,DL,19,1,1,0,
672471,CN-0500,TG-0900,SL,12,1,1,0,
672474,CN-0500,CB-3850,SL,0,0,0,0,
672478,AL-1100,CF-0650,SM,0,0,0,0,RH-0700
672479,CN-0500,JC-5400,SR,0,0,0,0,
672481,CN-0500,JC-5400,SR,5,1,0,0,
672485,JM-0850,IC-0300,SR,0,0,0,0,
672486,JM-0850,TB-1060,SM,9,1,1,0,
672487,JM-0850,DJ-1850,SM,0,0,0,0,
672490,JM-0850,TB-1060,DL,0,0,0,0,AJ-1200
672494,AD-0100,AG-1500,SL,0,0,0,0,
672496,AD-0100,MJ-2250,SM,29,1,1,0,
672497,AD-0100,MJ-2250,SR,2,1,0,0,
672499,AD-0100,MS-0150,SL,7,1,0,0,
672501,AD-0100,TE-0300,SM,9,1,1,0,
672504,JM-0850,TG-0025,SL,3,1,0,0,
672506,JM-0850,JD-2600,SM,13,1,1,0,
672507,JM-0850,GB-0200,SR,10,1,1,0,
672511,JM-0850,IC-0300,SR,15,1,1,0,
672512,JM-0850,DB-3200,SR,4,1,1,0,
672515,JM-0850,TG-0025,SL,0,0,0,0,AJ-1200
672516,JM-0850,GB-0200,SM,0,0,0,0,
672524,JM-0850,IC-0300,SL,4,1,0,0,
672525,JM-0850,TG-0025,SM,0,0,0,0,LH-0300
672530,AD-0100,TE-0300,SM,0,0,0,0,CR-1150
672532,AD-0100,AG-1500,SL,11,1,1,0,
672533,AD-0100,MJ-2250,DR,0,0,0,0,JG-1250
672535,AD-0100,MS-0150,SR,9,1,1,0,
672536,AD-0100,,NL,0,0,0,0,
672537,AD-0100,TE-0300,SM,5,1,0,0,
672538,AD-0100,MJ-2250,SR,3,1,0,0,
672541,AD-0100,TE-0300,SL,2,1,1,0,
672544,JM-0850,TB-1060,SL,7,1,1,0,
672546,JM-0850,GB-0200,SR,0,0,0,0,VR-0200
672547,JM-0850,DJ-1850,DL,26,1,1,0,
672549,JM-0850,GB-0200,DL,25,1,1,0,
672553,JM-0850,DJ-1850,SR,12,1,1,0,
672559,AD-0100,AG-1500,SL,9,1,1,0,
672560,AD-0100,MJ-2250,SR,19,1,1,0,
672561,AD-0100,JH-4025,SR,0,1,0,0,
672567,JM-0850,IC-0300,SM,7,1,0,0,
672571,AD-0100,AG-1500,SM,15,1,1,0,
672572,AD-0100,RB-4670,SL,7,1,1,0,
672580,JM-0850,TG-0025,DM,0,0,0,0,
672581,JM-0850,TB-1060,SR,6,1,1,0,
672582,JM-0850,GB-0200,SM,0,0,0,0,
672586,AD-0100,AG-1500,DR,18,1,1,0,
672588,AD-0100,BT-0300,SL,4,1,1,0,
672590,AD-0100,MJ-2250,SM,25,1,1,0,
672594,JM-0850,DJ-1850,DL,0,0,0,0,
672599,AD-0100,AG-1500,DL,0,0,0,0,
672600,AD-0100,GB-0350,SL,14,1,1,0,
672605,AD-0100,TE-0300,DL,19,1,1,0,
672608,JM-0850,GB-0200,DM,0,0,0,0,
672609,JM-0850,TG-0025,SL,0,0,0,0,
672610,JM-0850,DB-3200,DR,0,0,0,0,
672612,AD-0100,,NL,0,0,0,0,
672614,AD-0100,TE-0300,SR,18,1,1,0,
672616,AD-0100,MS-0150,SL,9,1,1,0,
672619,JM-0850,DB-3200,SL,16,1,1,0,
672620,JM-0850,TB-1060,DR,0,0,0,0,
672621,JM-0850,GB-0200,SL,0,0,0,0,
672622,JM-0850,TG-0025,DM,0,0,0,0,
672623,JM-0850,DB-3200,SL,11,1,1,0,
672624,JM-0850,DB-3200,SL,0,0,0,0,
672627,JM-0850,TB-1060,SR,0,0,0,0,DK-0750
672634,CN-0500,GO-0100,SR,23,1,1,0,
672636,CN-0500,JC-5400,SM,7,1,1,0,
672638,CN-0500,CB-3850,SM,0,0,0,0,
672641,AR-1300,RR-1050,SR,2,1,0,0,
672645,CN-0500,JS-6700,SR,0,0,0,0,
672647,CN-0500,GO-0100,SR,0,0,0,0,
672649,AR-1300,RC-1500,SR,0,0,0,0,
672650,AR-1300,AR-0875,SL,18,1,1,0,
672652,AR-1300,JJ-4200,SL,0,0,0,0,JN-1750
672654,AR-1300,DA-0212,SR,13,1,1,0,
672657,AR-1300,DA-0212,SL,4,1,1,0,
672660,AR-1300,RR-1050,SR,1,1,1,0,
672666,CN-0500,ED-0400,SR,6,1,0,0,
672667,CN-0500,JC-5400,DR,59,1,1,0,
672673,AR-1300,DA-0212,SR,0,0,0,0,
672677,CN-0500,DF-2200,DM,52,1,1,0,
672679,CN-0500,GO-0100,SM,7,1,1,0,
672683,AR-1300,RC-1500,DR,0,0,0,0,
672684,AR-1300,DA-0212,SR,0,0,0,0,
672687,CN-0500,JC-5400,SR,16,1,1,0,
672689,CN-0500,GO-0100,DR,0,0,0,0,
672693,AR-1300,EL-0010,SL,0,0,0,0,
672696,CN-0500,CB-3850,SL,0,0,0,0,NP-0130
672697,CN-0500,TG-0900,SL,0,0,0,0,
672705,CN-0500,JC-5400,SL,0,0,0,0,
672706,CN-0500,CB-3850,DL,39,1,1,0,
672709,AR-1300,JJ-4200,DL,21,1,1,0,
672710,AR-1300,RC-1500,SL,0,0,0,0,BB-1750
672711,AR-1300,RR-1050,SL,0,0,0,0,
672712,AR-1300,RC-1500,SM,18,1,1,0,
672714,AR-1300,DA-0212,DL,40,1,1,0,
672716,AR-1300,RR-1050,SL,6,1,1,0,
672717,AR-1300,JS-6200,SR,6,1,1,0,
672718,AR-1300,RC-1500,DL,53,1,1,0,
672722,CN-0500,GO-0100,SR,0,0,0,0,
672723,CN-0500,,NL,0,0,0,0,
672725,AR-1300,DA-0212,DR,21,1,1,0,
672729,AR-1300,RR-1050,SL,0,0,0,0,
672736,CN-0500,GO-0100,DL,24,1,1,0,
672737,CN-0500,DF-2200,SL,5,1,1,0,
672740,CN-0500,CB-3850,SR,11,1,1,0,
672743,CN-0500,JC-5400,SL,0,0,0,0,
672746,AR-1300,DA-0212,SR,8,1,1,0,
672747,AR-1300,JJ-4200,SL,0,0,0,0,
672748,AR-1300,DA-0212,DM,0,0,0,0,
672750,CN-0500,ED-0400,DR,0,0,0,0,MB-5100
672752,CN-0500,TG-0900,DL,0,0,0,0,
672757,AR-1300,RR-1050,SM,0,0,0,0,RH-0700
672758,AR-1300,JS-6200,SR,-4,1,0,0,
672759,AR-1300,RR-1050,SM,0,0,0,0,LK-0600
672769,CN-0500,TG-0900,SL,20,1,1,0,
672772,CN-0500,JS-6700,SL,2,1,0,0,
672773,CN-0500,JC-5400,SM,0,0,0,0,
672774,CN-0500,DF-2200,SL,14,1,1,0,
672777,AR-1300,RC-1500,SM,0,0,0,0,BB-1750
672778,AR-1300,JS-6200,SL,0,0,0,0,
672779,AR-1300,DA-0212,SR,13,1,1,0,
672780,AR-1300,JS-6200,SL,30,1,1,0,
672781,AR-1300,RR-1050,SR,7,1,1,0,
672782,AR-1300,JS-6200,SR,29,1,1,0,
672786,CN-0500,GO-0100,SR,12,1,1,0,
672787,CN-0500,DF-2200,SL,0,0,0,0,DR-0450
672789,AR-1300,RC-1500,SR,0,0,0,0,
672790,AR-1300,RC-1500,DM,20,1,1,0,
672792,AR-1300,DA-0212,SR,6,1,0,0,
672793,AR-1300,RC-1500,SL,0,0,0,0,
672794,AR-1300,JJ-4200,DL,0,0,0,0,
672795,AR-1300,JJ-4200,DM,36,1,1,0,
672796,AR-1300,JS-6200,SL,17,1,1,0,
672797,AR-1300,RR-1050,SM,3,1,1,0,
672800,CN-0500,TG-0900,SR,0,0,0,0,
672803,AR-1300,JS-6200,SL,0,0,0,0,
672804,AR-1300,DA-0212,SR,0,0,0,0,CT-1500
672805,AR-1300,RC-1500,SM,8,1,1,0,
672806,AR-1300,RC-1500,SL,0,0,0,0,
672807,AR-1300,RC-1500,SR,0,0,0,0,
672809,AR-1300,JJ-4200,SM,0,0,0,0,
672814,AR-1300,JS-6200,SM,5,1,1,0,
672818,TB-2300,SC-0400,SL,5,1,1,0,
672820,TB-2300,BL-0100,SL,13,1,1,0,
672821,TB-2300,JE-0100,DM,0,0,0,0,
672822,TB-2300,RG-2200,SL,8,1,1,0,
672823,TB-2300,DL-1700,DR,0,0,0,0,
672824,TB-2300,JE-0100,SL,5,1,1,0,
672827,TB-2300,JE-0100,SM,7,1,1,0,
672828,TB-2300,JE-0100,SL,8,1,1,0,
672834,TB-2300,DL-1700,SR,15,1,1,0,
672835,TB-2300,JE-0100,SM,11,1,0,0,
672836,KC-2350,PG-0100,SM,0,0,0,0,
672837,TB-2300,SC-0400,SR,0,0,0,0,
672838,TB-2300,DA-0900,SL,3,1,0,0,
672839,TB-2300,DA-0900,SM,11,1,1,0,
672840,TB-2300,BL-0100,SL,7,1,1,0,
672846,KC-2350,DC-0775,DL,0,0,0,0,
672847,KC-2350,JR-1150,SL,0,0,0,0,
672849,TB-2300,DL-1700,SL,2,1,0,0,
672850,TB-2300,JE-0100,DM,0,0,0,0,
672851,TB-2300,BL-0100,DM,48,1,1,0,
672853,TB-2300,SC-0400,SM,0,0,0,0,
672854,TB-2300,JE-0100,SM,0,0,0,0,
672856,KC-2350,DJ-0200,DR,0,0,0,0,JC-3518
672857,KC-2350,PG-0100,SM,9,1,1,0,
672859,KC-2350,DJ-0200,SL,2,1,0,0,
672861,KC-2350,PG-0100,DL,0,0,0,0,LR-0600
672868,TB-2300,RG-2200,SL,15,1,1,0,
672871,TB-2300,RG-2200,SR,0,0,0,0,
672872,TB-2300,DL-1700,SM,8,1,0,0,
672876,KC-2350,DC-0775,SM,0,0,0,0,
672877,KC-2350,PG-0100,SR,9,1,1,0,
672878,KC-2350,MJ-2275,SM,12,1,1,0,
672881,KC-2350,JC-5680,SR,14,1,1,0,
672885,KC-2350,JR-1150,SL,6,1,1,0,
672888,KC-2350,DJ-0200,SL,0,0,0,0,
672889,KC-2350,AR-1100,SL,8,1,0,0,
672894,KC-2350,MJ-2275,SL,0,0,0,0,
672896,KC-2350,PG-0100,DR,36,1,1,0,
672897,KC-2350,MJ-2275,SR,5,1,1,0,
672902,TB-2300,JE-0100,SL,24,1,1,0,
672904,TB-2300,DA-0900,SL,10,1,1,0,
672905,TB-2300,BL-0100,SL,0,0,0,0,
672911,KC-2350,JC-5680,SM,0,0,0,0,
672913,KC-2350,JR-1150,SL,9,1,0,0,
672916,TB-2300,BL-0100,SL,0,0,0,0,
672917,TB-2300,DL-1700,SR,14,1,1,0,
672918,TB-2300,DA-0900,SL,0,0,0,0,
672920,KC-2350,JC-5680,SM,3,1,0,0,
672921,KC-2350,JR-1150,SR,0,0,0,0,
672922,KC-2350,PG-0100,DM,0,0,0,0,
672927,TB-2300,DA-0900,SL,0,1,0,0,
672928,TB-2300,RG-2200,SM,12,1,1,0,
672931,TB-2300,RG-2200,SL,12,1,1,0,
672936,TB-2300,BB-2250,SL,0,0,0,0,
672938,TB-2300,BB-2250,DR,18,1,1,0,
672941,KC-2350,DJ-0200,SR,9,1,1,0,
672942,KC-2350,JR-1150,SR,0,0,0,0,MB-5250
672944,KC-2350,JC-5680,SL,13,1,1,0,
672945,KC-2350,CT-1220,SL,0,0,0,0,
672946,KC-2350,CT-1220,SR,0,0,0,0,
672947,KC-2350,JC-5680,SR,2,1,0,0,
672951,TB-2300,BB-2250,SL,8,1,1,0,
672952,TB-2300,BL-0100,SL,0,0,0,0,
672953,TB-2300,BL-0100,SL,17,1,1,0,
672955,TB-2300,BL-0100,SM,17,1,1,0,
672957,TB-2300,BL-0100,SL,0,0,0,0,
672958,TB-2300,BB-2250,SL,1,1,0,0,
672961,KC-2350,JC-5680,SM,16,1,1,0,
672962,KC-2350,DJ-0200,DL,0,0,0,0,
672963,KC-2350,JC-5680,SL,2,1,0,0,
672964,KC-2350,CT-1220,SM,8,1,1,0,
672965,KC-2350,AR-1100,SM,18,1,1,0,
672966,KC-2350,DJ-0200,SR,4,1,1,0,
672967,KC-2350,JC-5680,DL,0,0,0,0,JC-3518
672968,KC-2350,PG-0100,SM,16,1,1,0,
672969,KC-2350,CT-1220,SL,13,1,1,0,
672970,KC-2350,JR-1150,SL,0,0,0,0,
672972,KC-2350,PG-0100,SL,0,0,0,0,
672973,KC-2350,JR-1150,SL,3,1,1,0,
672980,MM-0912,DM-1200,SR,0,0,0,0,DB-3750
672984,DB-3800,WS-0925,SL,10,1,1,0,
672985,DB-3800,BC-2325,DL,25,1,1,0,
672987,DB-3800,BC-1850,DL,30,1,1,0,
672989,DB-3800,JH-4070,SR,10,1,1,0,
672993,MM-0912,DG-2650,SR,0,0,0,0,
672994,MM-0912,AA-1350,SM,0,0,0,0,
672997,MM-0912,CS-3900,SR,0,0,0,0,
673002,DB-3800,WS-0925,SL,0,0,0,0,BO-0400
673003,DB-3800,WS-0925,SR,9,1,1,0,
673004,DB-3800,BW-0700,SR,12,1,1,0,
673005,DB-3800,CS-3400,SR,0,0,0,0,
673007,DB-3800,MC-2400,SM,16,1,1,0,
673008,DB-3800,BC-2325,DL,38,1,1,0,
673011,MM-0912,AF-0200,SR,5,1,1,0,
673015,MM-0912,DW-0500,DL,61,1,1,0,
673019,DB-3800,BC-1850,DR,0,0,0,0,
673021,DB-3800,MI-0100,SM,5,1,1,0,
673024,DB-3800,WS-0925,DL,32,1,1,0,
673026,DB-3800,MI-0100,SL,14,1,1,0,
673032,MM-0912,AA-1350,SL,23,1,1,0,
673035,MM-0912,DW-0500,SL,12,1,1,0,
673036,MM-0912,DW-0500,SL,2,1,1,0,
673040,DB-3800,WS-0925,DR,0,0,0,0,
673041,DB-3800,BC-2325,SM,0,0,0,0,
673045,MM-0912,DM-1200,SR,0,0,0,0,
673049,DB-3800,BW-0700,DR,19,1,1,0,
673052,DB-3800,BW-0700,SM,10,1,1,0,
673053,DB-3800,CS-3400,SL,2,1,0,0,
673055,MM-0912,DM-1200,SL,7,1,1,0,
673056,MM-0912,DG-2650,DR,0,0,0,0,
673057,MM-0912,DW-0500,SR,11,1,1,0,
673058,MM-0912,HD-0300,DL,30,1,1,0,
673059,MM-0912,DM-1200,SL,21,1,1,0,
673067,MM-0912,JH-6400,SR,4,1,1,0,
673068,MM-0912,DG-2650,SM,14,1,1,0,
673070,MM-0912,DG-2650,DL,20,1,1,0,
673075,MM-0912,DG-2650,SM,0,0,0,0,
673076,MM-0912,CS-3900,SL,1,1,0,0,
673079,DB-3800,JH-4070,SR,11,1,1,0,
673080,DB-3800,WS-0925,SR,7,1,1,0,
673082,DB-3800,BC-1850,DR,28,1,1,0,
673083,DB-3800,BW-0700,SR,9,1,1,0,
673086,DB-3800,MI-0100,DL,0,0,0,0,
673087,MM-0912,DG-2650,SL,0,0,0,0,
673089,MM-0912,DW-0500,SL,0,0,0,0,
673091,DB-3800,MI-0100,SL,9,1,1,0,
673095,DB-3800,BW-0700,SM,10,1,1,0,
673096,DB-3800,MC-2400,SL,8,1,1,0,
673098,DB-3800,MH-3300,SR,0,0,0,0,
673099,DB-3800,BC-2325,SR,6,1,1,0,
673100,DB-3800,WS-0925,SL,0,0,0,0,JC-1700
673101,DB-3800,MI-0100,SM,14,1,1,0,
673105,DB-3800,MH-3300,SR,1,1,1,0,
673108,MM-0912,HD-0300,SM,14,1,1,0,
673110,MM-0912,HD-0300,SL,12,1,1,0,
673112,MM-0912,DW-0500,SM,5,1,0,0,
673113,MM-0912,HD-0300,SR,10,1,1,0,
673115,MM-0912,JH-6400,SR,8,1,1,0,
673118,DB-3800,MH-3300,SR,0,0,0,0,
673121,DB-3800,BC-2325,SR,2,1,0,0,
673123,DB-3800,WS-0925,SM,15,1,0,0,
673125,MM-0912,AF-0200,SR,23,1,1,0,
673126,MM-0912,DG-2650,SR,20,1,1,0,
673128,MM-0912,DW-0500,SM,1,1,0,0,
673135,DB-3800,WS-0925,SM,0,0,0,0,
673136,DB-3800,WS-0925,DL,22,1,1,0,
673138,DB-3800,BC-2325,DL,0,0,0,0,
673139,DB-3800,MC-2400,SR,13,1,0,0,
673141,MM-0912,JH-6400,SL,0,0,0,0,
673142,MM-0912,JH-6400,SL,5,1,0,0,
673143,MM-0912,DG-2650,DR,0,0,0,0,DB-3750
673147,MM-0912,DG-2650,SL,14,1,1,0,
673150,MM-0912,CS-3900,SM,24,1,1,0,
673152,MM-0912,HD-0300,SL,7,1,1,0,
673153,MM-0912,DG-2650,SL,9,1,1,0,
673154,MM-0912,DW-0500,SM,3,1,0,0,
673155,MM-0912,AF-0200,SL,5,1,1,0,
673158,TT-0500,RW-4050,SR,0,0,0,0,
673162,TT-0500,CC-2100,SM,6,1,0,0,
673169,TT-0500,SW-0450,SR,6,1,0,0,
673175,RT-0150,JL-0215,SL,9,1,1,0,
673176,RT-0150,LM-1150,SR,3,1,1,0,
673181,RT-0150,GJ-0400,SL,0,0,0,0,PB-0750
673183,RT-0150,JL-0215,SL,0,0,0,0,
673187,TT-0500,SW-0450,SL,9,1,1,0,
673193,RT-0150,LM-1150,SR,26,1,1,0,
673194,RT-0150,JL-0215,SR,12,1,1,0,
673198,RT-0150,JC-0400,SR,6,1,1,0,
673199,RT-0150,DS-2170,SR,9,1,1,0,
673206,TT-0500,SW-0450,SL,13,1,1,0,
673207,TT-0500,SW-0450,SR,13,1,1,0,
673214,RT-0150,KS-2350,DR,46,1,1,0,
673215,RT-0150,JL-0215,SL,2,1,0,0,
673217,RT-0150,JL-0215,SM,0,0,0,0,NR-0350
673221,TT-0500,SW-0450,DL,63,1,1,0,
673226,RT-0150,LM-1150,SR,5,1,0,0,
673227,RT-0150,JL-0215,SM,5,1,1,0,
673228,RT-0150,RM-1500,DM,21,1,1,0,
673229,RT-0150,RM-1500,SR,6,1,1,0,
673230,RT-0150,JL-0215,SR,5,1,1,0,
673232,RT-0150,LM-1150,SR,9,1,1,0,
673233,RT-0150,KS-2350,DL,21,1,1,0,
673234,RT-0150,LM-1150,SM,6,1,1,0,
673236,RT-0150,DS-2170,SL,0,0,0,0,
673241,RT-0150,JL-0215,SR,-3,1,0,0,
673242,RT-0150,LM-1150,SL,21,1,1,0,
673243,RT-0150,LM-1150,SR,27,1,1,0,
673244,JL-0215,RT-0150,SR,9,1,1,0,
673250,TT-0500,LM-1000,SL,-7,1,0,0,
673251,TT-0500,LM-1000,SL,14,1,0,0,
673256,RT-0150,JL-0215,SR,11,1,1,0,
673257,RT-0150,GJ-0400,SL,0,0,0,0,LM-1100
673258,RT-0150,JL-0215,SR,-2,1,0,0,
673265,TT-0500,SW-0450,DR,44,1,1,0,
673269,RT-0150,KS-2350,DR,0,0,0,0,RD-0050
673272,RT-0150,,NL,0,0,0,0,
673273,RT-0150,DS-2170,DR,0,0,0,0,
673278,TT-0500,SW-0450,SR,14,1,1,0,
673281,TT-0500,SW-0450,SM,6,1,1,0,
673289,RT-0150,RM-1500,SR,15,1,1,0,
673290,RT-0150,KS-2350,SL,7,1,1,0,
673291,RT-0150,JL-0215,SR,3,1,1,0,
673292,RT-0150,RM-1500,SL,12,1,1,0,
673295,RT-0150,JL-0215,DM,24,1,1,0,
673297,RT-0150,JL-0215,SR,3,1,0,0,
673298,RT-0150,KS-2350,DL,0,0,0,0,
673310,NF-0250,TA-1050,SR,0,0,0,0,AB-0650
673312,NF-0250,TA-1050,SL,0,0,0,0,
673314,TB-2650,RE-0400,SR,5,1,1,0,
673317,TB-2650,MW-0500,DR,0,0,0,0,
673318,TB-2650,JW-6560,SM,12,1,1,0,
673321,TB-2650,CJ-1450,SR,0,0,0,0,TJ-2250
673325,NF-0250,TG-1950,SR,0,0,0,0,
673326,NF-0250,BQ-0050,DR,0,0,0,0,
673327,NF-0250,TG-1950,SM,4,1,0,0,
673333,TB-2650,CJ-1450,DL,25,1,1,0,
673334,TB-2650,AP-0700,SR,9,1,1,0,
673335,TB-2650,KR-1200,SR,15,1,1,0,
673337,TB-2650,MP-2350,SR,6,1,1,0,
673342,NF-0250,TG-1950,SR,5,1,0,0,
673343,NF-0250,TA-1050,SL,10,1,1,0,
673346,NF-0250,KB-1900,DM,55,1,1,0,
673351,TB-2650,JM-3450,SR,2,1,0,0,
673352,TB-2650,SD-0537,SL,5,1,1,0,
673356,TB-2650,JW-6560,DR,0,0,0,0,
673359,NF-0250,KB-1900,DR,23,1,1,0,
673360,NF-0250,TM-0650,SL,-4,1,0,0,
673362,NF-0250,JC-4300,DR,0,0,0,0,
673368,TB-2650,MW-0500,SR,0,0,0,0,
673371,NF-0250,SB-0070,SL,3,1,0,0,
673374,NF-0250,TA-1050,SL,1,1,0,0,
673376,NF-0250,TG-1950,SL,11,1,1,0,
673380,NF-0250,JC-4300,SR,0,0,0,0,AS-0600
673385,TB-2650,MW-0500,SM,0,0,0,0,
673386,TB-2650,MW-0500,SR,4,1,0,0,
673391,NF-0250,LK-0200,SM,20,1,1,0,
673392,NF-0250,,NL,0,0,0,1,
673393,NF-0250,KB-1900,DL,0,0,0,0,XR-0100
673394,NF-0250,BM-0250,SL,3,1,0,0,
673397,TB-2650,KR-1200,SL,15,1,1,0,
673398,TB-2650,SD-0537,DR,0,0,0,0,
673401,NF-0250,SB-0070,SR,10,1,0,0,
673405,TB-2650,SD-0537,SL,30,1,1,0,
673408,TB-2650,JM-3450,SR,9,1,1,0,
673413,NF-0250,LK-0200,SM,5,1,1,0,
673414,NF-0250,KB-1900,SR,0,0,0,0,TW-1187
673417,TB-2650,SD-0537,SR,7,1,1,0,
673420,TB-2650,RE-0400,SM,0,0,0,0,
673422,TB-2650,MP-2350,DL,0,0,0,0,
673428,NF-0250,BQ-0050,SR,-1,1,0,0,
673436,SH-1100,AP-0700,SL,9,1,1,0,
673438,SH-1100,SD-0537,SR,0,0,0,0,
673443,NF-0250,TA-1050,DR,0,0,0,0,
673444,NF-0250,,NL,0,0,0,0,
673449,SH-1100,MW-0500,DR,0,0,0,0,
673450,SH-1100,MW-0500,SM,0,0,0,0,
673453,NF-0250,TA-1050,SR,4,1,0,0,
673454,NF-0250,TG-1950,SR,0,0,0,0,TW-1187
673458,SH-1100,JW-6560,SM,0,0,0,0,JJ-1550
673472,NF-0250,KB-1900,SR,9,1,1,0,
673474,NF-0250,SB-0070,DL,0,0,0,0,
673476,NF-0250,JC-4300,SM,10,1,0,0,
673477,NF-0250,BQ-0050,SR,0,0,0,0,
673483,NF-0250,TA-1050,SL,0,1,0,0,
673484,NF-0250,SB-0070,DR,0,0,0,0,
673487,SH-1100,RE-0400,SL,6,1,1,0,
673495,RF-0500,ED-0200,SL,0,0,0,0,SM-0500
673496,RF-0500,BM-0300,SR,0,0,0,0,
673498,BB-2425,AR-1250,SR,5,1,1,0,
673501,BB-2425,JT-2000,SL,0,0,0,0,
673503,BB-2425,TY-0150,SL,21,1,1,0,
673505,BB-2425,AR-1250,SL,-1,1,0,0,
673511,RF-0500,BM-0300,SR,5,1,0,0,
673512,RF-0500,ZS-0150,SM,16,1,1,0,
673514,RF-0500,ED-0200,DL,25,1,1,0,
673516,RF-0500,ED-0200,SM,7,1,1,0,
673520,BB-2425,AR-1250,DL,0,0,0,0,
673521,BB-2425,AR-1250,SL,0,0,0,0,
673522,RF-0500,KT-0450,SM,1,1,0,0,
673525,RF-0500,BM-0300,SR,0,0,0,0,DH-4000
673526,RF-0500,ED-0200,SL,15,1,1,0,
673532,BB-2425,AR-1250,DL,33,1,1,0,
673535,BB-2425,BW-0400,SL,5,1,1,0,
673538,BB-2425,JT-2000,DL,0,0,0,0,
673541,RF-0500,KD-0400,SR,0,0,0,0,
673542,RF-0500,ED-0200,SL,3,1,0,0,
673543,RF-0500,JK-1000,SM,11,1,1,0,
673546,RF-0500,ED-0200,SL,16,1,1,0,
673549,RF-0500,BM-0300,SM,9,1,0,0,
673551,BB-2425,,NL,-8,0,0,0,
673552,BB-2425,AR-1250,SL,0,0,0,0,DR-1100
673553,BB-2425,JT-2000,SR,2,1,0,0,
673556,RF-0500,BM-0300,DL,0,0,0,0,
673558,RF-0500,KT-0450,SR,3,1,0,0,
673559,RF-0500,ZS-0150,SR,0,0,0,0,TS-2050
673561,BB-2425,BW-0400,SL,9,1,1,0,
673563,BB-2425,BW-0400,SR,9,1,1,0,
673564,BB-2425,AH-3900,SR,0,0,0,0,
673565,BB-2425,AH-3900,DR,27,1,1,0,
673566,BB-2425,AR-1250,DR,0,0,0,0,
673567,BB-2425,JT-2000,DL,0,0,0,0,
673568,BB-2425,AR-1250,SR,0,0,0,0,
673574,BB-2425,AH-3900,DL,20,1,1,0,
673575,BB-2425,AH-3900,DR,30,1,1,0,
673580,BB-2425,NJ-0150,SR,6,1,1,0,
673582,BB-2425,TY-0150,SR,8,1,1,0,
673587,BB-2425,JT-2000,SR,7,1,0,0,
673591,RF-0500,ED-0200,SL,13,1,1,0,
673593,RF-0500,JC-5900,DL,0,0,0,0,JC-6400
673596,BB-2425,AR-1250,DR,17,1,1,0,
673599,BB-2425,BW-0400,SR,0,0,0,0,BS-2300
673602,RF-0500,ED-0200,SL,0,0,0,0,TS-2050
673603,RF-0500,JC-5900,DL,44,1,1,0,
673605,RF-0500,BM-0300,SL,10,1,1,0,
673606,RF-0500,ED-0200,DL,0,0,0,0,
673607,RF-0500,CI-0300,SL,16,1,1,0,
